County,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition progr,Virginia City/County Boundaries,LAT,LON,MTW Status,Pop2010,OHU2010,NUMGQTRS,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lakidshalf,laseniorshalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lakids1,laseniors1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lakids10,laseniors10,lawhite10,lablack10,laasian10,lanhopi10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,lapop20,lalowi20,lakids20,laseniors20,lawhite20,lablack20,laasian20,lanhopi20,laaian20,laomultir20,lahisp20,lahunv20,lasnap20,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,PCTGQTRS,PovertyRate,MedianFamilyIncome,Urban,GroupQuartersFlag,LILATracts_1And10,LILATracts_halfAnd10,LILATracts_1And20,LILATracts_Vehicle,HUNVFlag,LowIncomeTracts,LA1and10,LAhalfand10,LA1and20,LATracts_half,LATracts1,LATracts10,LATracts20,LATractsVehicle_20,lapophalfshare,lalowihalfshare,lakidshalfshare,laseniorshalfshare,lawhitehalfshare,lablackhalfshare,laasianhalfshare,lanhopihalfshare,laaianhalfshare,laomultirhalfshare,lahisphalfshare,lahunvhalfshare,lasnaphalfshare,lapop1share,lalowi1share,lakids1share,laseniors1share,lawhite1share,lablack1share,laasian1share,lanhopi1share,laaian1share,laomultir1share,lahisp1share,lahunv1share,lasnap1share,lapop10share,lalowi10share,lakids10share,laseniors10share,lawhite10share,lablack10share,laasian10share,lanhopi10share,laaian10share,laomultir10share,lahisp10share,lahunv10share,lasnap10share,lapop20share,lalowi20share,lakids20share,laseniors20share,lawhite20share,lablack20share,laasian20share,lanhopi20share,laaian20share,laomultir20share,lahisp20share,lahunv20share,lasnap20share
Lancaster County,4963.0,10148.0,893916.0,0.0,0.0,264.0,37.703830700000005,-76.41319850000001,Matching and updated,11391.0,5265.0,183.0,368.0,368.0,0.0,243.0,243.0,0.0,10575.0,3317.0,1680.0,3272.0,7458.0,2926.0,50.0,0.0,21.0,120.0,109.0,325.0,448.0,9866.0,3125.0,1551.0,3031.0,7018.0,2669.0,48.0,0.0,20.0,111.0,101.0,290.0,400.0,368.0,243.0,74.0,101.0,182.0,177.0,0.0,0.0,1.0,8.0,13.0,15.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3616.0,1831.0,3554.0,7989.0,3184.0,65.0,0.0,21.0,132.0,118.0,364.0,486.0,1.55,9.200000000000001,69442.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.36333333333334,29.51666666666667,14.86,28.786666666666665,65.95,25.713333333333335,0.4366666666666667,0.0,0.18333333333333335,1.0733333333333333,0.9833333333333333,6.033333333333334,8.463333333333333,87.59666666666665,27.95,13.813333333333333,26.830000000000002,62.36666666666667,23.626666666666665,0.4166666666666667,0.0,0.18000000000000002,1.0033333333333332,0.9199999999999999,5.403333333333333,7.609999999999999,10.5,6.94,2.1,2.9,5.2,5.05,0.0,0.0,0.03,0.23,0.37,0.97,0.8,,,,,,,,,,,,,
Lee County,5499.0,14274.0,313660.87000000005,0.0,0.0,552.0,36.701720599999994,-83.13011170000001,Matching and updated,25587.0,10159.0,1706.0,1.0,1.0,0.0,0.0,0.0,0.0,23549.0,11425.0,4769.0,3700.0,22122.0,928.0,53.0,7.0,96.0,343.0,381.0,914.0,2243.0,20891.0,9922.0,4212.0,3200.0,19547.0,892.0,47.0,6.0,87.0,314.0,351.0,704.0,1898.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11365.0,5177.0,4104.0,24092.0,947.0,56.0,8.0,103.0,381.0,406.0,989.0,2248.0,5.261666666666667,24.333333333333332,47433.166666666664,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,93.0,45.598333333333336,19.30333333333333,14.721666666666666,88.375,2.8599999999999994,0.18666666666666668,0.021666666666666667,0.3283333333333333,1.2266666666666668,1.2516666666666665,8.973333333333334,22.08833333333334,84.07666666666667,40.635,17.416666666666668,13.043333333333335,79.71333333333332,2.7466666666666666,0.16833333333333333,0.02,0.29666666666666663,1.1300000000000001,1.1516666666666666,7.0566666666666675,19.036666666666665,0.03,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,,,,,,,,,,,,,
Lexington City,8107.0,17628.0,503710.13999999996,0.0,0.0,540.0,37.782331600000006,-79.44431959999999,Matching and updated,7042.0,2237.0,2567.0,415.0,1904.0,415.0,118.0,629.0,118.0,1904.0,629.0,354.0,493.0,1753.0,82.0,26.0,0.0,3.0,40.0,58.0,65.0,62.0,415.0,118.0,86.0,117.0,386.0,13.0,5.0,0.0,0.0,11.0,13.0,5.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1560.0,714.0,1077.0,6003.0,680.0,155.0,4.0,8.0,192.0,271.0,189.0,140.0,36.45,21.6,69677.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,27.04,8.93,5.03,7.0,24.89,1.16,0.38,0.0,0.04,0.57,0.82,2.89,2.76,5.89,1.67,1.22,1.67,5.48,0.18,0.08,0.0,0.0,0.15,0.18,0.22,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,
Loudoun County,30416.0,102774.0,2023239.0499999998,14524.0,198074.0,893.0,39.081130300000005,-77.63885720000002,Matching and updated,312311.0,104583.0,1172.0,51730.0,171439.0,51713.0,3107.0,18114.0,3105.0,211701.0,20946.0,65431.0,15073.0,150498.0,13937.0,29990.0,122.0,554.0,16593.0,22590.0,1638.0,1936.0,89153.0,5713.0,28003.0,7331.0,70951.0,4732.0,9006.0,48.0,183.0,4225.0,5464.0,479.0,551.0,17.0,2.0,3.0,3.0,14.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41027.0,95434.0,20425.0,214471.0,22710.0,46033.0,184.0,914.0,27999.0,38576.0,3054.0,3545.0,0.3436923076923077,3.9815384615384617,147354.9375,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,68.27184615384616,7.142307692307693,19.937384615384616,5.895384615384617,49.381076923076925,4.4790769230769225,8.981538461538463,0.03953846153846154,0.1710769230769231,5.218307692307693,7.213384615384617,1.7060000000000002,1.8703076923076922,37.63705882352941,2.472352941176471,10.841568627450979,3.5962745098039215,30.684901960784316,1.893921568627451,3.3303921568627457,0.019803921568627453,0.07352941176470588,1.635294117647059,2.1419607843137256,0.6298039215686275,0.6603921568627451,0.28,0.03,0.06,0.05,0.24,0.0,0.0,0.0,0.0,0.04,0.03,0.03,0.0,,,,,,,,,,,,,
Louisa County,15982.0,37943.0,335223.0,0.0,0.0,2280.0,37.9716808,-77.9591779,Matching and updated,33153.0,12944.0,211.0,765.0,765.0,0.0,181.0,181.0,0.0,32263.0,9677.0,7136.0,4668.0,25294.0,5734.0,150.0,16.0,117.0,952.0,700.0,618.0,1453.0,30329.0,8980.0,6732.0,4319.0,23849.0,5361.0,136.0,16.0,111.0,854.0,586.0,564.0,1341.0,765.0,181.0,182.0,95.0,613.0,113.0,4.0,2.0,8.0,27.0,11.0,9.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10627.0,7338.0,4796.0,25996.0,5870.0,160.0,16.0,123.0,988.0,762.0,679.0,1583.0,0.9633333333333334,13.016666666666667,72404.83333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.53666666666668,29.486666666666665,21.188333333333333,14.204999999999998,73.72333333333333,19.14666666666667,0.445,0.049999999999999996,0.34,2.8333333333333335,2.018333333333333,4.9316666666666675,11.948333333333336,90.04666666666667,27.048333333333332,19.856666666666666,12.969999999999999,68.86166666666666,17.915000000000003,0.39833333333333326,0.04833333333333334,0.315,2.51,1.635,4.448333333333333,10.938333333333333,3.893333333333333,0.91,0.9366666666666666,0.47000000000000003,3.1300000000000003,0.5733333333333334,0.016666666666666666,0.006666666666666667,0.03333333333333333,0.12666666666666668,0.05333333333333334,0.11333333333333334,0.36999999999999994,,,,,,,,,,,,,
Lunenburg County,5800.0,31084.0,917202.0,0.0,0.0,984.0,36.9457567,-78.24231299999998,Matching and updated,12914.0,4957.0,1203.0,6.0,6.0,0.0,3.0,3.0,0.0,12025.0,5459.0,2295.0,2068.0,7463.0,4034.0,24.0,7.0,36.0,462.0,426.0,303.0,787.0,10342.0,4649.0,1891.0,1753.0,6426.0,3490.0,22.0,7.0,31.0,367.0,343.0,224.0,664.0,6.0,3.0,0.0,1.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5204.0,2494.0,2221.0,7856.0,4487.0,25.0,7.0,37.0,502.0,470.0,309.0,751.0,6.84,18.666666666666668,53858.333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.48,42.99666666666667,18.216666666666665,16.703333333333333,58.96666666666667,31.209999999999997,0.22666666666666666,0.05666666666666667,0.2833333333333334,3.736666666666667,3.4233333333333333,5.75,15.173333333333332,84.08333333333333,38.00666666666667,15.706666666666669,14.773333333333333,52.6,27.78333333333333,0.21,0.05666666666666667,0.25333333333333335,3.1799999999999997,2.926666666666667,4.386666666666667,13.06,0.07500000000000001,0.03,0.015,0.015,0.05,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.015,,,,,,,,,,,,,
Lynchburg City,47768.0,111828.0,1899148.3599999996,27759.0,245377.0,504.0,37.39901609999999,-79.19545819999999,Matching and updated,75568.0,28476.0,10198.0,15163.0,55701.0,15163.0,6066.0,24439.0,6066.0,55701.0,24439.0,11464.0,8075.0,34970.0,17230.0,1354.0,24.0,174.0,1957.0,1626.0,2731.0,3191.0,15163.0,6066.0,3389.0,2085.0,9824.0,4429.0,386.0,12.0,52.0,460.0,418.0,766.0,870.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30574.0,14774.0,10556.0,48674.0,22140.0,1868.0,37.0,237.0,2612.0,2300.0,3377.0,4024.0,12.953684210526314,23.005263157894735,54547.73684210526,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,73.45473684210526,34.30842105263159,14.442105263157897,10.544736842105264,44.27947368421052,24.878947368421052,1.5615789473684212,0.028947368421052635,0.23736842105263156,2.4663157894736845,2.06,11.051052631578948,14.151052631578947,22.65375,9.743125000000001,5.00625,3.029375,13.864374999999999,7.3875,0.57375,0.01875,0.08687500000000001,0.723125,0.636875,3.3762499999999998,3.8881249999999996,,,,,,,,,,,,,,,,,,,,,,,,,,
Madison County,2883.0,6532.0,306111.73,0.0,0.0,204.0,38.41205860000001,-78.27696130000001,Matching and updated,13308.0,5083.0,193.0,90.0,90.0,0.0,39.0,39.0,0.0,13173.0,4706.0,2947.0,2292.0,11445.0,1270.0,73.0,4.0,23.0,358.0,234.0,208.0,489.0,12682.0,4527.0,2853.0,2161.0,11073.0,1179.0,72.0,4.0,19.0,336.0,224.0,191.0,473.0,90.0,39.0,15.0,19.0,86.0,0.0,0.0,0.0,0.0,3.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4686.0,2970.0,2330.0,11543.0,1302.0,74.0,4.0,23.0,362.0,236.0,206.0,493.0,1.46,8.65,62980.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.87,35.83,22.09,17.28,86.065,9.355,0.5449999999999999,0.025,0.18000000000000002,2.6950000000000003,1.73,4.165,9.495,94.82499999999999,34.355000000000004,21.31,16.195,83.015,8.594999999999999,0.5349999999999999,0.025,0.15,2.505,1.645,3.825,9.17,1.5,0.65,0.25,0.32,1.45,0.01,0.0,0.0,0.0,0.05,0.03,0.07,0.13,,,,,,,,,,,,,
Manassas City,10.0,10.0,0.0,0.0,0.0,192.0,38.747172,-77.4845362,Matching and updated,37821.0,12527.0,46.0,4224.0,20719.0,4224.0,685.0,4135.0,685.0,20719.0,4135.0,5880.0,1397.0,13121.0,2785.0,1110.0,30.0,120.0,3553.0,5617.0,184.0,542.0,4224.0,685.0,1160.0,344.0,2992.0,381.0,230.0,3.0,26.0,591.0,924.0,64.0,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10945.0,10747.0,2607.0,23336.0,5188.0,1884.0,52.0,229.0,7132.0,11876.0,489.0,1210.0,0.1357142857142857,8.071428571428571,89926.14285714286,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,54.314285714285724,9.974285714285715,15.202857142857143,3.978571428571428,35.37,6.938571428571429,2.8871428571428575,0.0842857142857143,0.31857142857142856,8.715714285714286,14.034285714285716,1.5399999999999998,4.025714285714286,15.778,2.4480000000000004,4.326,1.3459999999999996,11.45,1.374,0.82,0.012,0.1,2.0260000000000002,3.196,0.762,0.686,,,,,,,,,,,,,,,,,,,,,,,,,,
Martinsville City,5723.0,23047.0,164200.00000000003,490.0,3378.0,216.0,36.6835269,-79.86364749999998,Matching and updated,13821.0,6084.0,377.0,4053.0,10856.0,4053.0,1962.0,5325.0,1962.0,10856.0,5325.0,2361.0,2121.0,5534.0,4738.0,107.0,1.0,24.0,452.0,465.0,640.0,1236.0,4053.0,1962.0,904.0,812.0,2282.0,1537.0,42.0,1.0,8.0,180.0,194.0,210.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6012.0,2955.0,2649.0,6903.0,6213.0,129.0,1.0,27.0,548.0,552.0,777.0,1394.0,2.518,26.380000000000003,43426.8,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,76.082,37.275999999999996,16.612000000000002,14.518,37.712,34.208,0.76,0.008,0.168,3.224,3.284,10.405999999999999,20.464,34.269999999999996,16.63,7.615,6.855,19.1125,13.1475,0.3775,0.01,0.0775,1.5474999999999999,1.66,4.055,8.66,,,,,,,,,,,,,,,,,,,,,,,,,,
Mathews County,0.0,0.0,310689.0,0.0,0.0,864.0,37.425347900000006,-76.2688078,Non-matching,8978.0,3858.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,8710.0,2046.0,1593.0,2187.0,7660.0,806.0,31.0,1.0,20.0,192.0,101.0,116.0,334.0,8311.0,1909.0,1503.0,2107.0,7321.0,769.0,28.0,1.0,18.0,173.0,90.0,114.0,319.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2153.0,1634.0,2290.0,7898.0,823.0,31.0,2.0,21.0,203.0,104.0,107.0,348.0,1.03,10.8,74974.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97.055,22.815,17.755000000000003,24.375,85.35499999999999,8.969999999999999,0.345,0.01,0.225,2.145,1.115,3.0149999999999997,8.655000000000001,92.61,21.28,16.759999999999998,23.485,81.58500000000001,8.57,0.315,0.01,0.2,1.935,1.0150000000000001,2.965,8.245000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Mecklenburg County,12004.0,214063.0,181779.0,0.0,0.0,1596.0,36.6872563,-78.36895920000002,Matching and updated,32727.0,13495.0,1740.0,7119.0,11516.0,5050.0,3123.0,5182.0,2470.0,30007.0,12540.0,5836.0,6051.0,18029.0,11018.0,190.0,11.0,72.0,688.0,747.0,1110.0,1570.0,24611.0,10052.0,4610.0,4910.0,15399.0,8497.0,124.0,7.0,62.0,525.0,597.0,748.0,1252.0,2069.0,653.0,243.0,301.0,1009.0,1017.0,3.0,0.0,3.0,36.0,57.0,53.0,71.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12839.0,6376.0,6784.0,19619.0,12050.0,218.0,11.0,75.0,754.0,806.0,1106.0,1509.0,5.267777777777778,17.599999999999998,56982.444444444445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.10333333333332,37.18888888888889,17.59777777777778,19.543333333333333,58.39111111111111,32.827777777777776,0.4911111111111111,0.02888888888888889,0.22555555555555554,2.138888888888889,2.341111111111111,7.621111111111111,11.59222222222222,82.63666666666666,31.938888888888886,15.068888888888889,17.063333333333333,52.60111111111111,27.678888888888892,0.35777777777777775,0.021111111111111112,0.20444444444444446,1.7755555555555556,1.9988888888888887,5.945555555555555,9.97777777777778,16.2225,5.260000000000001,1.985,2.5075,7.8325,8.057500000000001,0.022500000000000003,0.0,0.0275,0.28500000000000003,0.41250000000000003,1.1925,1.5075,,,,,,,,,,,,,
Middlesex County,6719.0,10582.0,139100.0,0.0,0.0,1524.0,37.606975299999995,-76.52808189999999,Matching and updated,10959.0,4708.0,393.0,117.0,117.0,0.0,30.0,30.0,0.0,10235.0,2620.0,1643.0,2575.0,8069.0,1884.0,33.0,3.0,36.0,209.0,158.0,211.0,475.0,9076.0,2294.0,1495.0,2249.0,7124.0,1695.0,31.0,3.0,35.0,188.0,140.0,162.0,428.0,117.0,30.0,23.0,23.0,70.0,44.0,0.0,0.0,0.0,4.0,6.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2740.0,1761.0,2760.0,8680.0,1978.0,37.0,3.0,36.0,225.0,166.0,272.0,472.0,2.5425,8.424999999999999,64644.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.8775,24.380000000000003,15.7,23.38,74.4075,17.970000000000002,0.2975,0.027500000000000004,0.325,1.8524999999999998,1.4675,4.31,10.715,86.11,21.957500000000003,14.62,20.885,67.1275,16.6775,0.28,0.027500000000000004,0.3175,1.6800000000000002,1.3175000000000001,3.515,9.865,7.31,1.85,1.47,1.46,4.35,2.73,0.0,0.0,0.0,0.23,0.35,0.08,0.86,,,,,,,,,,,,,
Montgomery County,11909.0,46909.0,404790.25,11133.0,96163.0,1652.0,37.174884500000005,-80.38731400000003,Matching and updated,94392.0,35767.0,9237.0,19082.0,43440.0,18967.0,4156.0,13598.0,4109.0,70770.0,21041.0,11881.0,7597.0,63410.0,2439.0,2900.0,21.0,143.0,1858.0,1816.0,1349.0,1830.0,44300.0,10764.0,8467.0,5587.0,40819.0,1184.0,1165.0,10.0,97.0,1028.0,1031.0,665.0,1321.0,115.0,47.0,30.0,14.0,111.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33880.0,15115.0,9228.0,82643.0,3716.0,5112.0,30.0,204.0,2687.0,2536.0,1815.0,2344.0,7.67,21.96875,84467.86666666667,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,76.55625,23.54875,13.264375,9.736875000000001,68.956875,2.645625,2.810625,0.025,0.160625,1.959375,1.966875,4.195625,5.485,50.5525,13.310625000000002,9.783125,7.598125,46.674375,1.4024999999999999,1.179375,0.011875,0.11625,1.1675,1.208125,2.58125,4.24625,0.7566666666666667,0.30333333333333334,0.19666666666666668,0.09000000000000001,0.7266666666666667,0.016666666666666666,0.0033333333333333335,0.0,0.0,0.0033333333333333335,0.0,0.07,0.10000000000000002,,,,,,,,,,,,,
Nelson County,6435.0,12415.0,448047.62,0.0,2100.0,348.0,37.7900492,-78.8793535,Matching and updated,15020.0,6396.0,102.0,933.0,933.0,0.0,317.0,317.0,0.0,14708.0,4581.0,2847.0,2860.0,12271.0,1918.0,58.0,4.0,47.0,411.0,456.0,389.0,702.0,14028.0,4388.0,2759.0,2623.0,11689.0,1848.0,55.0,4.0,45.0,388.0,439.0,370.0,671.0,933.0,317.0,205.0,157.0,807.0,97.0,2.0,2.0,4.0,21.0,28.0,29.0,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4348.0,2892.0,2988.0,12509.0,1967.0,68.0,4.0,48.0,424.0,459.0,435.0,690.0,0.6566666666666667,12.5,73279.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,97.87666666666667,30.456666666666667,18.883333333333336,19.19,81.7,12.67,0.3933333333333333,0.023333333333333334,0.3166666666666667,2.776666666666667,3.133333333333333,6.123333333333332,11.073333333333332,93.32666666666667,29.176666666666666,18.279999999999998,17.599999999999998,77.80666666666667,12.206666666666669,0.36666666666666664,0.023333333333333334,0.30333333333333334,2.6199999999999997,3.0233333333333334,5.81,10.596666666666666,9.035,3.09,1.9849999999999999,1.545,7.905,0.85,0.015,0.02,0.030000000000000002,0.21,0.275,0.67,1.4300000000000002,,,,,,,,,,,,,
New Kent County,3475.0,20308.0,0.0,0.0,0.0,1056.0,37.50290940000001,-76.9828566,Matching and updated,18429.0,6813.0,551.0,0.0,0.0,0.0,0.0,0.0,0.0,17754.0,2477.0,3940.0,2151.0,14450.0,2439.0,156.0,3.0,192.0,514.0,375.0,146.0,391.0,16937.0,2413.0,3756.0,2042.0,13711.0,2380.0,149.0,3.0,189.0,507.0,363.0,143.0,376.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2788.0,4101.0,2226.0,15057.0,2484.0,162.0,3.0,194.0,529.0,390.0,166.0,453.0,2.2166666666666663,4.433333333333334,93994.66666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,96.31,13.413333333333334,21.723333333333333,11.469999999999999,78.6,13.173333333333332,0.82,0.016666666666666666,1.02,2.676666666666667,1.95,2.3433333333333333,5.133333333333334,91.73,13.06,20.69333333333333,10.86,74.46666666666665,12.83,0.7799999999999999,0.016666666666666666,1.0033333333333332,2.6366666666666667,1.8833333333333335,2.2933333333333334,4.930000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,
Newport News City,18084.0,42082.0,4531014.0,4620.0,113884.0,612.0,37.0759784,-76.52171869999998,Matching and updated,180719.0,70664.0,7499.0,41989.0,112616.0,41989.0,12909.0,37180.0,12909.0,112616.0,37180.0,27281.0,12921.0,59118.0,42231.0,3370.0,218.0,518.0,7170.0,7640.0,4197.0,5344.0,41989.0,12909.0,10331.0,4271.0,24537.0,12887.0,1414.0,111.0,204.0,2835.0,3151.0,924.0,1610.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61298.0,43913.0,19219.0,88518.0,73514.0,4956.0,315.0,851.0,12565.0,13590.0,7369.0,9637.0,3.6306818181818183,16.947727272727274,60969.86046511628,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,62.69785714285713,21.365714285714283,14.939523809523811,7.4857142857142875,32.83690476190476,23.711190476190477,1.7978571428571426,0.11547619047619048,0.28238095238095234,3.9538095238095243,4.21047619047619,6.333333333333333,8.021190476190478,31.53548387096774,9.723548387096775,7.678387096774194,3.4932258064516133,18.659354838709678,9.581612903225807,1.0267741935483872,0.08161290322580646,0.1429032258064516,2.043548387096774,2.2670967741935484,1.8416129032258066,3.2319354838709677,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk City,110642.0,396062.0,5583919.125,10865.0,160773.0,1500.0,36.9230149,-76.2446413,Matching and updated,242803.0,86485.0,32780.0,49967.0,159122.0,49967.0,19764.0,63629.0,19764.0,159122.0,63629.0,32667.0,15098.0,78227.0,65463.0,5039.0,277.0,803.0,9314.0,10213.0,5779.0,7731.0,49967.0,19764.0,11240.0,4329.0,27252.0,18162.0,1445.0,79.0,260.0,2766.0,3014.0,1731.0,2375.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,87440.0,50612.0,22796.0,114304.0,104672.0,7999.0,396.0,1200.0,14232.0,16144.0,10931.0,13515.0,5.789113924050634,19.498734177215187,65877.62337662338,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,66.4582894736842,24.21789473684211,14.322763157894736,8.206842105263156,31.70092105263158,28.660657894736843,2.009342105263158,0.09907894736842107,0.30013157894736847,3.6884210526315795,3.7972368421052636,6.6325,8.8225,38.249545454545455,13.442954545454542,8.05659090909091,5.601363636363636,20.044545454545457,14.939090909090908,1.0797727272727273,0.05386363636363636,0.17909090909090908,1.953863636363636,2.124318181818182,3.1809090909090925,4.415227272727273,,,,,,,,,,,,,,,,,,,,,,,,,,
